subject,correction_prompt
Q302167,"The following triples for the subject 'Q302167' need attention:

Errors:
Triple: ['Radosław Gilewicz', 'occupation', 'professional football player']
Error: Object 'professional football player' not defined as an instance.

Unused Declarations:
Triple: ['1992', 'instance of', 'year']
Note: Subject '1992' is not used in other triples.

Triple: ['2008', 'instance of', 'year']
Note: Subject '2008' is not used in other triples.

Triple: ['Summer 2008', 'instance of', 'season']
Note: Subject 'Summer 2008' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q375758,"The following triples for the subject 'Q375758' need attention:

Errors:
Triple: ['Anthony ≈†eriƒá', 'country for sport', 'Turkey']
Error: Object 'Turkey' not defined as an instance.

Triple: ['Anthony ≈†eriƒá', 'country for sport', 'Croatia']
Error: Object 'Croatia' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q60528,"The following triples for the subject 'Q60528' need attention:

Errors:
Triple: ['Helene Weigel', 'position held', 'artistic secretary of the Berliner Ensemble']
Error: Object 'artistic secretary of the Berliner Ensemble' not defined as an instance.

Triple: ['Helene Weigel', 'time period', 'after 1956']
Error: Relation 'time period' not present in subject properties for 'Helene Weigel'

Triple: ['Helene Weigel', 'association with', 'Brecht']
Error: Error: Property 'association with' not found in properties.

Unused Declarations:
Triple: ['Berliner Ensemble', 'instance of', 'group of humans']
Note: Subject 'Berliner Ensemble' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6948114,"The following triples for the subject 'Q6948114' need attention:

Errors:
Triple: ['Myra Keen', 'educated at', 'Colorado College']
Error: Object 'Colorado College' not defined as an instance.

Triple: ['Myra Keen', 'educated at', 'West Virginia University']
Error: Object 'West Virginia University' not defined as an instance.

Triple: ['Myra Keen', 'field of work', 'psychology']
Error: Object 'psychology' not defined as an instance.

Triple: ['Myra Keen', 'date of graduation', '1930']
Error: Error: Property 'date of graduation' not found in properties.

Triple: ['Myra Keen', 'occupation', 'psychologist']
Error: Object 'psychologist' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q464533,"The following triples for the subject 'Q464533' need attention:

Errors:
Triple: ['Li Tie', 'occupation', 'footballer']
Error: Object 'footballer' not defined as an instance.

Triple: ['League Cup', 'instance of', 'sports competition']
Error: Instance type 'sports competition' not valid for object 'League Cup' with property 'participant in'

Triple: ['Li Tie', 'participant in', 'League Cup']
Error: Object 'League Cup' type 'sports competition' does not satisfy the property 'participant in' value constraints: ['fictional occurrence', 'activity', 'event', 'work', 'occurrence', 'experiment', 'organization']

Triple: ['League Cup', 'participant', 'Sheffield United']
Error: Relation 'participant' not present in subject properties for 'League Cup'

Triple: ['League Cup', 'participant', 'Bury']
Error: Relation 'participant' not present in subject properties for 'League Cup'

Triple: ['Everton', 'participant in', 'loan transfer']
Error: Object 'loan transfer' not defined as an instance.

Unused Declarations:
Triple: ['Kejian', 'instance of', 'company']
Note: Subject 'Kejian' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6018079,"The following triples for the subject 'Q6018079' need attention:

Errors:
Triple: ['Jason Norville', 'given name', 'Jason']
Error: Object 'Jason' not defined as an instance.

Triple: ['Barnet', 'instance of', 'location, geographic entity']
Error: Instance type 'location, geographic entity' not associated with any property for subject 'Barnet'

Triple: ['Jason Norville', 'moved to', 'Barnet']
Error: Error: Property 'moved to' not found in properties.

Triple: ['29 July 2005', 'instance of', 'date']
Error: Instance type 'date' not associated with any property for subject '29 July 2005'

Triple: ['Jason Norville', 'moved on', '29 July 2005']
Error: Error: Property 'moved on' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q58100203,"The following triples for the subject 'Q58100203' need attention:

Errors:
Triple: ['The Gateway Pundit', 'instance of', 'website']
Error: Instance type 'website' not valid for subject 'The Gateway Pundit' with property 'employer'

Triple: ['Jacob Wohl', 'occupation', 'employee at The Gateway Pundit']
Error: Object 'employee at The Gateway Pundit' not defined as an instance.

Triple: ['The Gateway Pundit', 'employer', 'Jacob Wohl']
Error: Subject 'The Gateway Pundit' type 'website' does not satisfy the property 'employer' subject constraints: ['group of humans', 'fictional human', 'fictional location', 'fictional character', 'human']

Triple: ['Jacob Wohl', 'movement', 'far-right']
Error: Object 'far-right' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q4353820,"The following triples for the subject 'Q4353820' need attention:

Errors:
Triple: ['Pentti Saarikoski', 'occupation', 'poet']
Error: Object 'poet' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1895804,"The following triples for the subject 'Q1895804' need attention:

Errors:
Triple: ['Paul Sarbanes', 'country of citizenship', 'England']
Error: Object 'England' not defined as an instance.

Triple: ['Paul Sarbanes', 'place of birth', 'Oxford, England']
Error: Object 'Oxford, England' not defined as an instance.

Triple: ['Paul Sarbanes', 'date of birth', '1957']
Error: Object '1957' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q333918,"The following triples for the subject 'Q333918' need attention:

Errors:
Triple: ['Kunihiko Kodaira', 'award received', 'Fields Medal']
Error: Object 'Fields Medal' not defined as an instance.

Triple: ['Kunihiko Kodaira', 'date of award', '1954']
Error: Error: Property 'date of award' not found in properties.

Triple: ['Kunihiko Kodaira', 'country of citizenship', 'Japan']
Error: Object 'Japan' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q596555,"The following triples for the subject 'Q596555' need attention:

Errors:
Triple: ['Stefano Guberti', 'occupation', 'football player']
Error: Object 'football player' not defined as an instance.

Triple: ['Stefano Guberti', 'work period (start)', '30 July 2009']
Error: Object '30 July 2009' not defined as an instance.

Triple: ['Stefano Guberti', 'contract', 'four-year']
Error: Error: Property 'contract' not found in properties.

Triple: ['Stefano Guberti', 'contract value', '‚Ç¨800,000 per season']
Error: Error: Property 'contract value' not found in properties.

Triple: ['Bari', 'instance of', 'sports team']
Error: Instance type 'sports team' not associated with any property for subject 'Bari'

Triple: ['Stefano Guberti', 'former member of sports team', 'Bari']
Error: Error: Property 'former member of sports team' not found in properties.

Triple: ['Stefano Guberti', 'joining date', '22 June 2009']
Error: Error: Property 'joining date' not found in properties.

Triple: ['Stefano Guberti', 'given name', 'Stefano']
Error: Object 'Stefano' not defined as an instance.

Triple: ['Stefano Guberti', 'family name', 'Guberti']
Error: Object 'Guberti' not defined as an instance.

Triple: ['Roma', 'contract with', 'Stefano Guberti']
Error: Error: Property 'contract with' not found in properties.

Triple: ['Bari', 'expired contract with', 'Stefano Guberti']
Error: Error: Property 'expired contract with' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q204848,"The following triples for the subject 'Q204848' need attention:

Errors:
Triple: ['Everton', 'instance of', 'sports team']
Error: Instance type 'sports team' not valid for subject 'Everton' with property 'league'

Triple: ['Newcastle United', 'instance of', 'sports team']
Error: Instance type 'sports team' not valid for subject 'Newcastle United' with property 'league'

Triple: ['Mathieu Flamini', 'occupation', 'footballer']
Error: Object 'footballer' not defined as an instance.

Triple: ['Getafe', 'league', 'Premier League']
Error: Object 'Premier League' not defined as an instance.

Triple: ['Arsenal', 'league', 'Premier League']
Error: Object 'Premier League' not defined as an instance.

Triple: ['Crystal Palace', 'league', 'Premier League']
Error: Object 'Premier League' not defined as an instance.

Triple: ['Everton', 'league', 'Premier League']
Error: Object 'Premier League' not defined as an instance.

Triple: ['Newcastle United', 'league', 'Premier League']
Error: Object 'Premier League' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q60984439,"The following triples for the subject 'Q60984439' need attention:

Errors:
Triple: ['Mark L. Mayer', 'occupation', 'FRS']
Error: Object 'FRS' not defined as an instance.

Triple: ['Mark L. Mayer', 'given name', 'Mark']
Error: Object 'Mark' not defined as an instance.

Triple: ['Mark L. Mayer', 'family name', 'Mayer']
Error: Object 'Mayer' not defined as an instance.

Unused Declarations:
Triple: ['2019', 'instance of', 'year']
Note: Subject '2019' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q12014326,"The following triples for the subject 'Q12014326' need attention:

Errors:
Triple: ['Bill and Melinda Gates Foundation', 'instance of', 'philanthropic organization']
Error: Instance type 'philanthropic organization' not valid for object 'Bill and Melinda Gates Foundation' with property 'employer'

Triple: ['Hubert Salentin', 'occupation', 'executive vice president']
Error: Object 'executive vice president' not defined as an instance.

Triple: ['Hubert Salentin', 'employer', 'Bill and Melinda Gates Foundation']
Error: Object 'Bill and Melinda Gates Foundation' type 'philanthropic organization' does not satisfy the property 'employer' value constraints: ['government organization', 'educational institution', 'television channel', 'radio program', 'radio channel', 'structure of worship', 'legendary figure', 'theatre company', 'airport', 'duo', 'campaign', 'group of humans', 'association', 'periodical', 'mine', 'podcast', 'military base', 'fictional organization', 'fictional company', 'fictional human', 'company', 'anthology', 'fictional location', 'cultural institution', 'manufacturer', 'facility', 'government agency', 'parish', 'organization', 'fictional character', 'administrative territorial entity', 'website', 'television program', 'palace', 'newspaper', 'human']

Unused Declarations:
Triple: ['United States', 'instance of', 'sovereign state']
Note: Subject 'United States' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q230947,"The following triples for the subject 'Q230947' need attention:

Errors:
Triple: ['Yana Klochkova', 'occupation', 'Merited Master of Sports']
Error: Object 'Merited Master of Sports' not defined as an instance.

Triple: ['Yana Klochkova', 'occupation', 'Hero of Ukraine']
Error: Object 'Hero of Ukraine' not defined as an instance.

Triple: ['Yana Klochkova', 'occupation', 'World Female Swimmer of the Year']
Error: Object 'World Female Swimmer of the Year' not defined as an instance.

Triple: ['Yana Klochkova', 'award received', 'Hero of Ukraine medal']
Error: Object 'Hero of Ukraine medal' not defined as an instance.

Triple: ['Yana Klochkova', 'country of citizenship', 'Ukraine']
Error: Object 'Ukraine' not defined as an instance.

Triple: ['Viktor Yanukovich', 'occupation', 'President of Ukraine']
Error: Object 'President of Ukraine' not defined as an instance.

Unused Declarations:
Triple: ['Swimming World magazine', 'instance of', 'publication']
Note: Subject 'Swimming World magazine' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q52324182,"The following triples for the subject 'Q52324182' need attention:

Errors:
Triple: ['Janet Guernsey', 'educated at', 'Harvard']
Error: Object 'Harvard' not defined as an instance.

Triple: ['Janet Guernsey', 'educated at', 'Wellesley']
Error: Object 'Wellesley' not defined as an instance.

Triple: ['Janet Guernsey', 'employer', 'Wellesley']
Error: Object 'Wellesley' not defined as an instance.

Unused Declarations:
Triple: ['Physics class', 'instance of', 'education program']
Note: Subject 'Physics class' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1355981,"The following triples for the subject 'Q1355981' need attention:

Errors:
Triple: ['Erminio Rullo', 'occupation', 'footballer']
Error: Object 'footballer' not defined as an instance.

Unused Declarations:
Triple: ['Serie B', 'instance of', 'sports league']
Note: Subject 'Serie B' is not used in other triples.

Triple: ['‚Ç¨1', 'instance of', 'currency']
Note: Subject '‚Ç¨1' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1191589,"The following triples for the subject 'Q1191589' need attention:

Errors:
Triple: ['Jorge Alessandri', 'position held', 'Gurkhan']
Error: Object 'Gurkhan' not defined as an instance.

Unused Declarations:
Triple: ['22 February 2014', 'instance of', 'date']
Note: Subject '22 February 2014' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q51629999,"The following triples for the subject 'Q51629999' need attention:

Errors:
Triple: ['Ijeoma Uchegbu', 'occupation', 'Chair in Pharmaceutical Nanoscience']
Error: Object 'Chair in Pharmaceutical Nanoscience' not defined as an instance.

Triple: ['Chair in Pharmaceutical Nanoscience', 'educated at', 'School of Pharmacy']
Error: Subject 'Chair in Pharmaceutical Nanoscience' not defined as an instance.

Unused Declarations:
Triple: ['Pharmaceutical Nanoscience', 'instance of', 'occupation']
Note: Subject 'Pharmaceutical Nanoscience' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q148669,"The following triples for the subject 'Q148669' need attention:

Unused Declarations:
Triple: ['New Hampshire court', 'instance of', 'organization']
Note: Subject 'New Hampshire court' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q958105,"The following triples for the subject 'Q958105' need attention:

Errors:
Triple: ['2004', 'instance of', 'year']
Error: Instance type 'year' not valid for object '2004' with property 'participant in'

Triple: ['Egebergs √Ürespris', 'participant in', '2004']
Error: Subject 'Egebergs √Ürespris' type 'award' does not satisfy the property 'participant in' subject constraints: ['group of humans', 'group of fictional characters', 'nation at competition', 'individual animal', 'creative work', 'sports team', 'vessel', 'humanoid robot', 'person', 'fictional character', 'software', 'computer', 'human']

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q3833107,"The following triples for the subject 'Q3833107' need attention:

Errors:
Triple: ['Lino Zanini', 'date of birth', '6 May 1909']
Error: Object '6 May 1909' not defined as an instance.

Triple: ['Lino Zanini', 'given name', 'Lino']
Error: Object 'Lino' not defined as an instance.

Triple: ['Lino Zanini', 'family name', 'Zanini']
Error: Object 'Zanini' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q215463,"The following triples for the subject 'Q215463' need attention:

Errors:
Triple: ['Sergio Romero', 'occupation', 'football player']
Error: Object 'football player' not defined as an instance.

Triple: ['Argentine Primera División', 'instance of', 'league']
Error: Instance type 'league' not valid for object 'Argentine Primera División' with property 'participant in'

Triple: ['Sergio Romero', 'participant in', 'Argentine Primera División']
Error: Object 'Argentine Primera División' type 'league' does not satisfy the property 'participant in' value constraints: ['fictional occurrence', 'activity', 'event', 'work', 'occurrence', 'experiment', 'organization']

Triple: ['Coupe da La League', 'instance of', 'sporting event']
Error: Instance type 'sporting event' not valid for object 'Coupe da La League' with property 'participant in'

Triple: ['Sergio Romero', 'participant in', 'Coupe da La League']
Error: Object 'Coupe da La League' type 'sporting event' does not satisfy the property 'participant in' value constraints: ['fictional occurrence', 'activity', 'event', 'work', 'occurrence', 'experiment', 'organization']

Triple: ['Argentine Primera División', 'instance of', 'league']
Error: Instance type 'league' not valid for object 'Argentine Primera División' with property 'participant in'

Triple: ['Sergio Romero', 'participant in', 'Argentine Primera División']
Error: Object 'Argentine Primera División' type 'league' does not satisfy the property 'participant in' value constraints: ['fictional occurrence', 'activity', 'event', 'work', 'occurrence', 'experiment', 'organization']

Unused Declarations:
Triple: ['Stade de Reims', 'instance of', 'sports team']
Note: Subject 'Stade de Reims' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q6463299,"The following triples for the subject 'Q6463299' need attention:

Errors:
Triple: ['Carmelo Anthony', 'occupation', 'NBA player']
Error: Object 'NBA player' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q16821692,"The following triples for the subject 'Q16821692' need attention:

Errors:
Triple: ['Nancy Snow', 'occupation', 'assistant civil engineering of philosophy']
Error: Object 'assistant civil engineering of philosophy' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q1686078,"The following triples for the subject 'Q1686078' need attention:

Errors:
Triple: ['Bachelor of Arts', 'instance of', 'degree']
Error: Instance type 'degree' not valid for subject 'Bachelor of Arts' with property 'occupation'

Triple: ['Jeb Bradley', 'occupation', 'sociologist']
Error: Object 'sociologist' not defined as an instance.

Triple: ['Bachelor of Arts', 'occupation', 'degree in sociology']
Error: Object 'degree in sociology' not defined as an instance.

Unused Declarations:
Triple: ['Sociology', 'instance of', 'academic discipline']
Note: Subject 'Sociology' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q703450,"The following triples for the subject 'Q703450' need attention:

Errors:
Triple: ['Uri Orlev', 'occupation', 'writer']
Error: Object 'writer' not defined as an instance.

Unused Declarations:
Triple: ['1996', 'instance of', 'year']
Note: Subject '1996' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q103311,"The following triples for the subject 'Q103311' need attention:

Errors:
Triple: ['U Thant', 'occupation', 'philosopher']
Error: Object 'philosopher' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q7417181,"The following triples for the subject 'Q7417181' need attention:

Errors:
Triple: ['Southport', 'instance of', 'geographic location']
Error: Instance type 'geographic location' not valid for object 'Southport' with property 'member of sports team'

Triple: ['Sandy Brown', 'member of sports team', 'Southport']
Error: Object 'Southport' type 'geographic location' does not satisfy the property 'member of sports team' value constraints: ['professional wrestling stable', 'department of a sports club', 'fictional sports club', 'fictional sports team', 'sports team', 'tag team', 'clan', 'sports club']

Triple: ['Sandy Brown', 'date of birth', 'Unknown']
Error: Object 'Unknown' not defined as an instance.

Triple: ['Sandy Brown', 'sex or gender', 'Unknown']
Error: Object 'Unknown' not defined as an instance.

Triple: ['Sandy Brown', 'country of citizenship', 'Unknown']
Error: Object 'Unknown' not defined as an instance.

Triple: ['Southport', 'country of citizenship', 'Unknown']
Error: Object 'Unknown' not defined as an instance.

Triple: ['1972-73 season', 'point in time', '1972/73']
Error: Relation 'point in time' not present in subject properties for '1972-73 season'

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q28227251,"The following triples for the subject 'Q28227251' need attention:

Errors:
Triple: ['Carol Ann Carter', 'educated at', 'University of Notre Dame']
Error: Subject 'Carol Ann Carter' type 'student' does not satisfy the property 'educated at' subject constraints: ['person', 'fictional character', 'class', 'human']

Triple: ['Carol Ann Carter', 'instance of', 'student']
Error: Instance type 'student' not valid for subject 'Carol Ann Carter' with property 'educated at'

Triple: ['Masters of Fine Arts', 'instance of', 'academic degree']
Error: Instance type 'academic degree' not valid for object 'Masters of Fine Arts' with property 'occupation'

Triple: ['1974', 'instance of', 'year']
Error: Instance type 'year' not associated with any property for subject '1974'

Triple: ['Carol Ann Carter', 'occupation', 'Masters of Fine Arts']
Error: Subject 'Carol Ann Carter' type 'student' does not satisfy the property 'occupation' subject constraints: ['individual organism', 'individual animal', 'character that may or may not be fictional', 'group of humans', 'professional name', 'group of fictional characters', 'working animal', 'person', 'fictional character', 'robot', 'human']

Triple: ['Carol Ann Carter', 'year', '1974']
Error: Error: Property 'year' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q20742162,"The following triples for the subject 'Q20742162' need attention:

Errors:
Triple: ['Marguerite Frank', 'occupation', 'mathematician']
Error: Object 'mathematician' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q267513,"The following triples for the subject 'Q267513' need attention:

Errors:
Triple: ['Andrea Ehrig-Mitscherlich', 'occupation', 'Olympic speed skater']
Error: Object 'Olympic speed skater' not defined as an instance.

Triple: ['Andreas Ehrig', 'occupation', 'Olympic speed skater']
Error: Object 'Olympic speed skater' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q10500212,"The following triples for the subject 'Q10500212' need attention:

Errors:
Triple: ['Huang Xianfan', 'occupation', 'professional footballer']
Error: Object 'professional footballer' not defined as an instance.

Triple: ['Huang Xianfan', 'country for sport', 'England']
Error: Object 'England' not defined as an instance.

Triple: ['September 1964', 'instance of', 'date']
Error: Instance type 'date' not associated with any property for subject 'September 1964'

Triple: ['419', 'instance of', 'natural number']
Error: Instance type 'natural number' not associated with any property for subject '419'

Triple: ['Football League', 'instance of', 'sports league']
Error: Instance type 'sports league' not associated with any property for subject 'Football League'

Triple: ['FA Cup', 'instance of', 'sports tournament']
Error: Instance type 'sports tournament' not associated with any property for subject 'FA Cup'

Triple: ['Football League Cup', 'instance of', 'sports tournament']
Error: Instance type 'sports tournament' not associated with any property for subject 'Football League Cup'

Triple: ['1975', 'instance of', 'year']
Error: Instance type 'year' not associated with any property for subject '1975'

Triple: ['Huang Xianfan', 'date of transfer to Watford', 'September 1964']
Error: Error: Property 'date of transfer to Watford' not found in properties.

Triple: ['Huang Xianfan', 'number of competitive appearances for Watford', '419']
Error: Error: Property 'number of competitive appearances for Watford' not found in properties.

Triple: ['Huang Xianfan', 'participated in', 'Football League']
Error: Error: Property 'participated in' not found in properties.

Triple: ['Huang Xianfan', 'participated in', 'FA Cup']
Error: Error: Property 'participated in' not found in properties.

Triple: ['Huang Xianfan', 'participated in', 'Football League Cup']
Error: Error: Property 'participated in' not found in properties.

Triple: ['Huang Xianfan', 'date of transfer from Watford', '1975']
Error: Error: Property 'date of transfer from Watford' not found in properties.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q2628788,"The following triples for the subject 'Q2628788' need attention:

Errors:
Triple: ['Sarah Winchester', 'date of birth', 'September 30, 1862']
Error: Object 'September 30, 1862' not defined as an instance.

Triple: ['Sarah Winchester', 'place of birth', 'New Haven']
Error: Object 'New Haven' not defined as an instance.

Triple: ['William Wirt Winchester', 'family name', 'Winchester']
Error: Object 'Winchester' not defined as an instance.

Triple: ['William Wirt Winchester', 'given name', 'William Wirt']
Error: Object 'William Wirt' not defined as an instance.

Triple: ['William Wirt Winchester', 'occupation', 'owner of the Winchester Repeating Arms Company']
Error: Object 'owner of the Winchester Repeating Arms Company' not defined as an instance.

Triple: ['Oliver Winchester', 'family name', 'Winchester']
Error: Object 'Winchester' not defined as an instance.

Triple: ['Oliver Winchester', 'given name', 'Oliver']
Error: Object 'Oliver' not defined as an instance.

Triple: ['Oliver Winchester', 'sex or gender', 'male']
Error: Object 'male' not defined as an instance.

Triple: ['Oliver Winchester', 'occupation', 'owner of the Winchester Repeating Arms Company']
Error: Object 'owner of the Winchester Repeating Arms Company' not defined as an instance.

Unused Declarations:
Triple: ['Winchester Repeating Arms Company', 'instance of', 'company']
Note: Subject 'Winchester Repeating Arms Company' is not used in other triples.

Triple: ['Winchester Repeating Arms Company', 'instance of', 'company']
Note: Subject 'Winchester Repeating Arms Company' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q242717,"The following triples for the subject 'Q242717' need attention:

Errors:
Triple: ['Jane Alexander', 'occupation', 'chair']
Error: Object 'chair' not defined as an instance.

Triple: ['Jane Alexander', 'position held', 'chair of the NEA']
Error: Object 'chair of the NEA' not defined as an instance.

Triple: ['Jane Alexander', 'place of birth', 'Washington, DC']
Error: Object 'Washington, DC' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q135151,"The following triples for the subject 'Q135151' need attention:

Errors:
Triple: ['Ph.D.', 'instance of', 'academic degree']
Error: Instance type 'academic degree' not valid for object 'Ph.D.' with property 'award received'

Triple: ['Donald J. Cram', 'award received', 'Ph.D.']
Error: Object 'Ph.D.' type 'academic degree' does not satisfy the property 'award received' value constraints: ['position', 'title of honor', 'horse race', 'beauty contest', 'class of award', 'homage', 'order of chivalry', 'military decoration', 'science award', 'recognition', 'award ceremony', 'grade of an order', 'fictional award', 'competition', 'Roman triumph', 'hall of fame', 'award', 'title of authority', 'competition', 'literary award', 'order', 'coat of arms', 'medallion']

Unused Declarations:
Triple: ['1947', 'instance of', 'year']
Note: Subject '1947' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q981307,"The following triples for the subject 'Q981307' need attention:

Errors:
Triple: ['Tatyana Arntgolts', 'occupation', 'actor']
Error: Object 'actor' not defined as an instance.

Triple: ['Ivan Zhidkov', 'occupation', 'actor']
Error: Object 'actor' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q334078,"The following triples for the subject 'Q334078' need attention:

Errors:
Triple: ['self-deprecating speech', 'instance of', 'speech']
Error: Instance type 'speech' not associated with any property for subject 'self-deprecating speech'

Triple: ['Richard Haldane, 1st Viscount Haldane', 'succeeded', 'Lord Loreburn']
Error: Error: Property 'succeeded' not found in properties.

Triple: ['Richard Haldane, 1st Viscount Haldane', 'made', 'self-deprecating speech']
Error: Error: Property 'made' not found in properties.

Unused Declarations:
Triple: ['June 1912', 'instance of', 'date']
Note: Subject 'June 1912' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q5365040,"The following triples for the subject 'Q5365040' need attention:

Errors:
Triple: ['Ellen Travolta', 'occupation', 'actor']
Error: Object 'actor' not defined as an instance.

Triple: ['Jack Bannon', 'occupation', 'actor']
Error: Object 'actor' not defined as an instance.

Unused Declarations:
Triple: ['April 9, 1983', 'instance of', 'date']
Note: Subject 'April 9, 1983' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q5219259,"The following triples for the subject 'Q5219259' need attention:

Errors:
Triple: ['Piedmont', 'instance of', 'geographic location']
Error: Instance type 'geographic location' not valid for object 'Piedmont' with property 'member of sports team'

Triple: ['Davide Zappacosta', 'member of sports team', 'Piedmont']
Error: Object 'Piedmont' type 'geographic location' does not satisfy the property 'member of sports team' value constraints: ['professional wrestling stable', 'department of a sports club', 'fictional sports club', 'fictional sports team', 'sports team', 'tag team', 'clan', 'sports club']

Triple: ['Torino', 'country of citizenship', 'Italy']
Error: Object 'Italy' not defined as an instance.

Triple: ['Piedmont', 'country of citizenship', 'Italy']
Error: Object 'Italy' not defined as an instance.

Triple: ['Daniele Baselli', 'country of citizenship', 'Italy']
Error: Object 'Italy' not defined as an instance.

Triple: ['Davide Zappacosta', 'country of citizenship', 'Italy']
Error: Object 'Italy' not defined as an instance.

Unused Declarations:
Triple: ['€10', 'instance of', 'currency']
Note: Subject '€10' is not used in other triples.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q7147716,"The following triples for the subject 'Q7147716' need attention:

Errors:
Triple: ['Patrick Teehan', 'occupation', 'Teachta Dála']
Error: Object 'Teachta Dála' not defined as an instance.

Triple: ['Patrick Teehan', 'member of political party', 'Fianna Fáil']
Error: Object 'Fianna Fáil' not defined as an instance.

Triple: ['Patrick Teehan', 'position held', 'Teachta Dála for the Carlow‚ÄìKilkenny constituency']
Error: Object 'Teachta Dála for the Carlow‚ÄìKilkenny constituency' not defined as an instance.

Triple: ['Joseph Hughes', 'member of political party', 'Fine Gael']
Error: Object 'Fine Gael' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
Q20684120,"The following triples for the subject 'Q20684120' need attention:

Errors:
Triple: ['Valerie Gaunt', 'educated at', 'RADA']
Error: Object 'RADA' not defined as an instance.

Triple: ['Valerie Gaunt', 'occupation', 'repertory theatre actor']
Error: Object 'repertory theatre actor' not defined as an instance.

Please provide a corrected set of triples for this subject, addressing the errors and unused declarations mentioned above."
