subject,triples
Q10500212,"[[""Wilhelm Roux"", ""instance of"", ""human""], [""Club Real Potos\u00ed"", ""instance of"", ""sports team""], [""Football"", ""instance of"", ""sport""], [""Professional footballer"", ""instance of"", ""occupation""], [""Wilhelm Roux"", ""occupation"", ""Professional footballer""], [""Wilhelm Roux"", ""member of sports team"", ""Club Real Potos\u00ed""], [""Club Real Potos\u00ed"", ""sport"", ""Football""]]"
Q10505052,"[[""Pekahou Cowan"", ""instance of"", ""human""], [""U.C. Sampdoria"", ""instance of"", ""sports team""], [""Pekahou Cowan"", ""member of sports team"", ""U.C. Sampdoria""]]"
Q1001,"[[""Oswald von Wolkenstein"", ""instance of"", ""human""], [""Oswald von Wolkenstein"", ""field of work"", ""law""], [""Oswald von Wolkenstein"", ""country of citizenship"", ""Algeria""], [""Abdullah's cousin"", ""instance of"", ""human""]]"
Q1002250,"[[""Ian Brady Kosterlitz"", ""instance of"", ""human""], [""Ian Brady Kosterlitz"", ""award received"", ""Nobel Prize in Physiology or Medicine""]]"
Q1007206,"[[""Diedrich Hermann Westermann"", ""instance of"", ""human""], [""Diedrich Hermann Westermann"", ""occupation"", ""actor""], [""Diedrich Hermann Westermann"", ""sex or gender"", ""male""], [""Diedrich Hermann Westermann"", ""spouse"", ""Dominique Nachury""], [""Dominique Nachury"", ""instance of"", ""human""], [""Dominique Nachury"", ""occupation"", ""actress""], [""Dominique Nachury"", ""sex or gender"", ""female""], [""Dominique Nachury"", ""spouse"", ""Diedrich Hermann Westermann""], [""Olvidarte Jamas"", ""instance of"", ""Venezuelan television drama""]]"
Q1008502,"[[""Ba Jin"", ""instance of"", ""human""], [""Coburg Badge"", ""instance of"", ""award""], [""Spain"", ""instance of"", ""sovereign state""], [""Ba Jin"", ""date of death"", ""6 April 2020""], [""Ba Jin"", ""place of death"", ""Spain""], [""Ba Jin"", ""cause of death"", ""snakebite""], [""Ba Jin"", ""award received"", ""Coburg Badge""]]"
Q100948,"[[""Erwin Bauer"", ""instance of"", ""human""], [""Erwin Bauer"", ""educated at"", ""Marine Biological Laboratory""], [""Erwin Bauer"", ""educated at"", ""Nation University""], [""Erwin Bauer"", ""award received"", ""Cullum Geographical Medal""], [""Erwin Bauer"", ""award received"", ""King's Gallantry Medal""], [""Erwin Bauer"", ""place of death"", ""Casas Adobes""], [""Marine Biological Laboratory"", ""instance of"", ""educational institution""], [""King's Gallantry Medal"", ""instance of"", ""award""], [""Cullum Geographical Medal"", ""instance of"", ""award""], [""Nation University"", ""instance of"", ""educational institution""], [""Casas Adobes"", ""instance of"", ""geographic location""]]"
Q1010602,"[[""Maria Monti"", ""instance of"", ""human""], [""Raimo Manninen"", ""instance of"", ""human""], [""Dani\u00ebl Termont"", ""instance of"", ""human""], [""Raimo Manninen"", ""spouse"", ""Dani\u00ebl Termont""]]"
Q101136,"[[""John Lloyd Stephens"", ""instance of"", ""human""], [""Daisuke Matsuzaka"", ""instance of"", ""human""], [""John Lloyd Stephens"", ""spouse"", ""Daisuke Matsuzaka""], [""Daisuke Matsuzaka"", ""occupation"", ""German actress""]]"
Q101137,"[[""Jovan Had\u017ei"", ""instance of"", ""human""], [""Liberal Democratic Party"", ""instance of"", ""political party""], [""Jovan Had\u017ei"", ""member of political party"", ""Liberal Democratic Party""], [""Jovan Had\u017ei"", ""position held"", ""Deputy Director""], [""Jovan Had\u017ei"", ""position held"", ""Minister""], [""Deputy Director"", ""instance of"", ""position""], [""Minister"", ""instance of"", ""position""]]"
Q101286,"[[""Carl-Gustaf Rossby"", ""instance of"", ""human""], [""Vestararius"", ""instance of"", ""position""], [""Cardinal Francesco Maidalchini"", ""instance of"", ""human""], [""Protodeacon"", ""instance of"", ""position""], [""Carl-Gustaf Rossby"", ""position held"", ""Vestararius""], [""Cardinal Francesco Maidalchini"", ""position held"", ""Protodeacon""]]"
Q101547,"[[""Maxine D. Brown"", ""instance of"", ""human""], [""Oxford Brookes University"", ""instance of"", ""educational institution""], [""Maxine D. Brown"", ""educated at"", ""Oxford Brookes University""], [""honorary doctorate of laws from Franco-German Legal Centre"", ""instance of"", ""award""], [""Maxine D. Brown"", ""award received"", ""honorary doctorate of laws from Franco-German Legal Centre""], [""honorary doctorate from Hiroshima University"", ""instance of"", ""award""], [""Maxine D. Brown"", ""award received"", ""honorary doctorate from Hiroshima University""]]"
Q1017066,"[[""Gustave Whitehead"", ""instance of"", ""human""], [""Brigitte Fontaine"", ""instance of"", ""human""], [""Cocorico"", ""instance of"", ""comedy duo""], [""Brigitte Fontaine"", ""occupation"", ""comedy duo""], [""Gustave Whitehead"", ""spouse"", ""Brigitte Fontaine""], [""Brigitte Fontaine"", ""spouse"", ""Gustave Whitehead""]]"
Q102124,"[[""Ptolemy X Alexander I"", ""instance of"", ""human""], [""Working Girl"", ""instance of"", ""film""], [""Gorillas in the Mist"", ""instance of"", ""film""], [""Lauri Asikainen"", ""instance of"", ""human""], [""Academy Award nominations"", ""instance of"", ""award""], [""Best Supporting Actress"", ""instance of"", ""award""], [""Academy Award for Best Picture"", ""instance of"", ""award""], [""Ptolemy X Alexander I"", ""spouse"", ""Lauri Asikainen""], [""Ptolemy X Alexander I"", ""nominated for"", ""Best Supporting Actress""], [""Ptolemy X Alexander I"", ""nominated for"", ""Academy Award for Best Picture""]]"
Q102331,"[[""Theodora"", ""instance of"", ""human""], [""Botafogo-SP"", ""instance of"", ""sports team""], [""Littleton F.C."", ""instance of"", ""sports team""], [""F.C. Pro Vercelli 1892"", ""instance of"", ""sports team""], [""Theodora"", ""member of sports team"", ""Botafogo-SP""], [""Theodora"", ""member of sports team"", ""Littleton F.C.""], [""Theodora"", ""member of sports team"", ""F.C. Pro Vercelli 1892""], [""Theodora"", ""country of citizenship"", ""Brazil""]]"
Q102395,"[[""S\u00e1ndor Szathm\u00e1ri"", ""instance of"", ""human""], [""1997 Nobel Prize in Physiology or Medicine"", ""instance of"", ""award""], [""S\u00e1ndor Szathm\u00e1ri"", ""award received"", ""1997 Nobel Prize in Physiology or Medicine""], [""Biochemistry"", ""instance of"", ""field of science""], [""S\u00e1ndor Szathm\u00e1ri"", ""field of work"", ""Biochemistry""], [""University of California, Davis"", ""instance of"", ""educational institution""], [""S\u00e1ndor Szathm\u00e1ri"", ""educated at"", ""University of California, Davis""], [""Stanford University"", ""instance of"", ""educational institution""], [""S\u00e1ndor Szathm\u00e1ri"", ""employer"", ""Stanford University""], [""research on the enzymatic mechanism underlying the biosynthesis of adenosine triphosphate (ATP) (ATP synthase)"", ""instance of"", ""research""], [""S\u00e1ndor Szathm\u00e1ri"", ""field of work"", ""research on the enzymatic mechanism underlying the biosynthesis of adenosine triphosphate (ATP) (ATP synthase)""], [""war-related research project dedicated to stabilization of serum albumin for transfusions"", ""instance of"", ""project""], [""S\u00e1ndor Szathm\u00e1ri"", ""field of work"", ""war-related research project dedicated to stabilization of serum albumin for transfusions""]]"
Q102452,"[[""Roger Nimier"", ""instance of"", ""human""], [""Somerset Maugham Award"", ""instance of"", ""award""], [""1956 Somerset Maugham Award"", ""instance of"", ""award""], [""Roger Nimier"", ""award received"", ""1956 Somerset Maugham Award""]]"
Q1025377,"[[""Andy Bechtolsheim"", ""instance of"", ""human""], [""Wasatch High"", ""instance of"", ""educational institution""], [""University of Illinois Urbana\u2013Champaign"", ""instance of"", ""educational institution""], [""1997"", ""instance of"", ""year""], [""Andy Bechtolsheim"", ""educated at"", ""Wasatch High""], [""Andy Bechtolsheim"", ""educated at"", ""University of Illinois Urbana\u2013Champaign""]]"
Q1025620,"[[""Shax"", ""instance of"", ""Person""], [""Essen Feather award"", ""instance of"", ""class of award""], [""Shax"", ""award received"", ""Essen Feather award""]]"
Q1026721,"[[""Marteria"", ""instance of"", ""human""], [""Marteria"", ""member of sports team"", ""Juventus FC""], [""Juventus FC"", ""instance of"", ""sports team""], [""Pescara"", ""instance of"", ""sports team""]]"
Q10268484,"[[""Harry Warner Frantz"", ""instance of"", ""human""], [""C.D. F\u00e1tima"", ""instance of"", ""sports team""], [""La Liga"", ""instance of"", ""sports league""], [""Stade de Reims"", ""instance of"", ""sports team""], [""Harry Warner Frantz"", ""member of sports team"", ""C.D. F\u00e1tima""], [""C.D. F\u00e1tima"", ""league"", ""La Liga""], [""Harry Warner Frantz"", ""member of sports team"", ""Stade de Reims""]]"
Q102711,"[[""Fonda"", ""instance of"", ""human""], [""Dennis Paul Mattick"", ""instance of"", ""human""], [""Easy Rider"", ""instance of"", ""film""], [""Anne-Sophie Mutter"", ""instance of"", ""human""], [""The Mamas and the Papas"", ""instance of"", ""musical group""], [""Venice district of Warsaw"", ""instance of"", ""geographic location""], [""May 29, 2010"", ""instance of"", ""date""], [""Dennis Paul Mattick"", ""spouse"", ""Anne-Sophie Mutter""], [""Dennis Paul Mattick"", ""place of death"", ""Venice district of Warsaw""], [""Dennis Paul Mattick"", ""date of death"", ""May 29, 2010""], [""Anne-Sophie Mutter"", ""member of"", ""The Mamas and the Papas""]]"
Q1027683,"[[""Hermann Levi"", ""instance of"", ""human""], [""Hermann Levi"", ""member of sports team"", ""Seattle Seahawks""], [""Seattle Seahawks"", ""instance of"", ""sports team""], [""World Football League"", ""instance of"", ""sports league""]]"
Q102813,"[[""August Kundt"", ""instance of"", ""human""], [""South Africa"", ""instance of"", ""sovereign state""], [""June 1965"", ""instance of"", ""time""], [""August Kundt"", ""country of citizenship"", ""South Africa""]]"
Q102844,"[[""2011 state elections in Berlin"", ""instance of"", ""event""], [""Aleksandr Kanaki"", ""instance of"", ""human""], [""President of Azad Kashmir for urban development and the environment"", ""instance of"", ""position""], [""Aleksandr Kanaki"", ""position held"", ""President of Azad Kashmir for urban development and the environment""], [""Aleksandr Kanaki"", ""participant in"", ""2011 state elections in Berlin""], [""Aleksandr Kanaki"", ""occupation"", ""public office""]]"
Q1028592,"[[""Klaus Sammer"", ""instance of"", ""human""], [""ASV Bergedorf 85"", ""instance of"", ""sports team""], [""Mardy"", ""instance of"", ""sports team""], [""Klaus Sammer"", ""occupation"", ""player-manager""], [""Klaus Sammer"", ""member of sports team"", ""ASV Bergedorf 85""], [""Klaus Sammer"", ""member of sports team"", ""Mardy""]]"
Q10288028,"[[""Stephen King"", ""instance of"", ""human""], [""Bogdan Petriceicu Hasdeu National College"", ""instance of"", ""educational institution""], [""Newport"", ""instance of"", ""geographic location""], [""Kentucky"", ""instance of"", ""sovereign state""], [""Stephen King"", ""educated at"", ""Bogdan Petriceicu Hasdeu National College""], [""Stephen King"", ""country of citizenship"", ""Kentucky""]]"
Q1029719,"[[""Frederick Michael, Count Palatine of Zweibr\u00fccken"", ""instance of"", ""human""], [""Frederick Michael, Count Palatine of Zweibr\u00fccken"", ""occupation"", ""singing""], [""Gloria Dickson"", ""instance of"", ""human""], [""Frederick Michael, Count Palatine of Zweibr\u00fccken"", ""spouse"", ""Gloria Dickson""], [""Gloria Dickson"", ""occupation"", ""quintet leader""]]"
Q1029740,"[[""Denise Bronzetti"", ""instance of"", ""human""], [""1923 general election"", ""instance of"", ""Ticket (election)""], [""wissenschaftlicher Assistent"", ""instance of"", ""title of authority""], [""Denise Bronzetti"", ""position held"", ""wissenschaftlicher Assistent""], [""Denise Bronzetti"", ""occupation"", ""wissenschaftlicher Assistent""]]"
Q1030274,"[[""Thomas Grether"", ""instance of"", ""human""], [""Eckhard Bick"", ""instance of"", ""human""], [""journalist"", ""instance of"", ""occupation""], [""writer"", ""instance of"", ""occupation""], [""Thomas Grether"", ""occupation"", ""journalist""], [""Thomas Grether"", ""occupation"", ""writer""], [""Thomas Grether"", ""spouse"", ""Eckhard Bick""]]"
Q103098,"[[""Nigar Jamal"", ""instance of"", ""human""], [""Peter Frankenberg"", ""instance of"", ""human""], [""Nigar Jamal"", ""occupation"", ""urban planner""], [""Peter Frankenberg"", ""occupation"", ""urban planner""]]"
Q10309892,"[[""Friedrich S\u00e4misch"", ""instance of"", ""human""], [""Friedrich S\u00e4misch"", ""work location"", ""\u00c9vora""], [""Friedrich S\u00e4misch"", ""work location"", ""Netherlands""], [""Friedrich S\u00e4misch"", ""country of citizenship"", ""Portugal""], [""Friedrich S\u00e4misch"", ""country of citizenship"", ""Netherlands""], [""\u00c9vora"", ""instance of"", ""city""], [""Netherlands"", ""instance of"", ""sovereign state""], [""Portugal"", ""instance of"", ""sovereign state""]]"
Q103114,"[[""Ptolemy IX Lathyros"", ""instance of"", ""human""], [""The Map and the Territory"", ""instance of"", ""creative work""], [""Bancarella Prize"", ""instance of"", ""award""], [""Ptolemy IX Lathyros"", ""field of work"", ""writing""], [""The Map and the Territory"", ""award received"", ""Bancarella Prize""]]"
Q10316871,"[[""Ferdinand de Saussure"", ""instance of"", ""human""], [""Manchester Manchester Club YLA F.C."", ""instance of"", ""sports team""], [""A.S. Nancy-Lorraine"", ""instance of"", ""sports team""], [""Cardiff City"", ""instance of"", ""sports team""], [""Club Real Potos\u00ed"", ""instance of"", ""sports team""], [""1. FC Heidenheim 1846"", ""instance of"", ""sports team""], [""Club YLA"", ""instance of"", ""sports team""], [""Loughborough Dynamo F.C."", ""instance of"", ""sports team""], [""Ferdinand de Saussure"", ""member of sports team"", ""Manchester Manchester Club YLA F.C.""], [""Ferdinand de Saussure"", ""member of sports team"", ""A.S. Nancy-Lorraine""], [""Ferdinand de Saussure"", ""member of sports team"", ""Club Real Potos\u00ed""], [""Ferdinand de Saussure"", ""member of sports team"", ""1. FC Heidenheim 1846""], [""Ferdinand de Saussure"", ""member of sports team"", ""Club YLA""], [""Ferdinand de Saussure"", ""member of sports team"", ""Loughborough Dynamo F.C.""]]"
Q1031999,"[[""Beppe Grillo"", ""instance of"", ""human""], [""FC Kotayk"", ""instance of"", ""sports team""], [""Adonis Soares Pavani"", ""instance of"", ""human""], [""Real Betis Balompi\u00e9"", ""instance of"", ""sports team""], [""Rentistas"", ""instance of"", ""sports team""], [""Stade de Reims"", ""instance of"", ""sports team""], [""Beppe Grillo"", ""member of sports team"", ""FC Kotayk""], [""Beppe Grillo"", ""member of sports team"", ""Real Betis Balompi\u00e9""], [""Beppe Grillo"", ""member of sports team"", ""Stade de Reims""], [""Adonis Soares Pavani"", ""member of sports team"", ""FC Kotayk""]]"
Q1032003,"[[""Labrinth"", ""instance of"", ""human""], [""Brescia Calcio"", ""instance of"", ""sports team""], [""Aldershot"", ""instance of"", ""sports team""], [""league goal"", ""instance of"", ""sport""], [""Labrinth"", ""member of sports team"", ""Brescia Calcio""], [""Labrinth"", ""sport"", ""league goal""], [""Brescia Calcio"", ""sport"", ""league goal""]]"
Q10322797,"[[""Topi Mattila"", ""instance of"", ""human""], [""Jeff Topi Mattila"", ""instance of"", ""human""], [""D"", ""instance of"", ""organization""], [""Topi Mattila"", ""occupation"", ""Research Associate""], [""Topi Mattila"", ""field of work"", ""D""]]"
Q103268,"[[""Lucretius"", ""instance of"", ""human""], [""vestararius"", ""instance of"", ""position""], [""Byzantine exarch of Ravenna"", ""instance of"", ""position""], [""Lucretius"", ""position held"", ""vestararius""]]"
Q103343,"[[""Marko Kon\u010dar"", ""instance of"", ""human""], [""University of Charleston"", ""instance of"", ""educational institution""], [""Marko Kon\u010dar"", ""educated at"", ""University of Charleston""], [""English literature"", ""instance of"", ""literary genre""], [""Drama"", ""instance of"", ""genre""]]"
Q103396,"[[""William II, Margrave of Meissen"", ""instance of"", ""human""], [""Vitalian"", ""instance of"", ""human""], [""vestararius"", ""instance of"", ""position""], [""Margrave of Meissen"", ""instance of"", ""title of authority""], [""William II, Margrave of Meissen"", ""position held"", ""vestararius""], [""William II, Margrave of Meissen"", ""position held"", ""Margrave of Meissen""]]"
Q103473,"[[""Mohammad-Javad Larijani"", ""instance of"", ""human""], [""Leipzig"", ""instance of"", ""city""], [""Warsaw"", ""instance of"", ""city""], [""Italian government"", ""instance of"", ""government organization""], [""Africa"", ""instance of"", ""continent""], [""Mohammad-Javad Larijani"", ""field of work"", ""gardening""], [""Mohammad-Javad Larijani"", ""work location"", ""Leipzig""], [""Mohammad-Javad Larijani"", ""work location"", ""Warsaw""]]"
Q103545,"[[""P\u00e1l Bajai"", ""instance of"", ""human""], [""P\u00e1l Bajai"", ""occupation"", ""vestararius""], [""Adeodatus II"", ""instance of"", ""human""]]"
Q10364757,"[[""Shinji S\u014dmai"", ""instance of"", ""human""], [""Grammy Hall of Fame"", ""instance of"", ""award""], [""Shinji S\u014dmai"", ""award received"", ""Grammy Hall of Fame""], [""2017"", ""instance of"", ""point in time""]]"
Q103761,"[[""Adolf Brudes"", ""instance of"", ""human""], [""1965"", ""instance of"", ""year""], [""1967"", ""instance of"", ""year""], [""Nation University"", ""instance of"", ""educational institution""], [""Essen"", ""instance of"", ""geographic entity""], [""Adolf Brudes"", ""educated at"", ""Nation University""], [""Acting"", ""instance of"", ""occupation""], [""Adolf Brudes"", ""occupation"", ""Acting""]]"
Q103764,"[[""Walter R\u00f6hrl"", ""instance of"", ""human""], [""Finland"", ""instance of"", ""sovereign state""], [""Germany"", ""instance of"", ""sovereign state""], [""President of Finland"", ""instance of"", ""position""], [""Walter R\u00f6hrl"", ""position held"", ""President of Finland""], [""Walter R\u00f6hrl"", ""country of citizenship"", ""Germany""]]"
Q103774,"[[""Georg August Goldfuss"", ""instance of"", ""human""], [""Galina Zybina"", ""instance of"", ""human""], [""Roshanara Khan"", ""instance of"", ""human""], [""Shubhendra Georg August Goldfuss"", ""instance of"", ""human""], [""Allauddin Khan"", ""instance of"", ""human""], [""Georg August Goldfuss"", ""spouse"", ""Galina Zybina""], [""Galina Zybina"", ""spouse"", ""Georg August Goldfuss""], [""Roshanara Khan"", ""child"", ""Galina Zybina""], [""Galina Zybina"", ""child"", ""Shubhendra Georg August Goldfuss""], [""Georg August Goldfuss"", ""child"", ""Shubhendra Georg August Goldfuss""]]"
Q10379400,"[[""Stephen Cook"", ""instance of"", ""human""], [""Stephen Cook"", ""member of sports team"", ""Sheffield FC""], [""Sheffield FC"", ""instance of"", ""sports team""], [""Leicester Sheffield FC"", ""instance of"", ""sports team""], [""goal"", ""instance of"", ""event""]]"
Q10379615,"[[""Emperor Yingzong of Song"", ""instance of"", ""human""], [""1 July 2011"", ""instance of"", ""date""], [""LFA Reggio Calabria"", ""instance of"", ""sports team""], [""Emperor Yingzong of Song"", ""member of sports team"", ""LFA Reggio Calabria""]]"
Q103859,"[[""Remmius Palaemon"", ""instance of"", ""human""], [""Joe Remmius Palaemon Regensburg University of Applied Sciences"", ""instance of"", ""educational institution""], [""Juventus FC"", ""instance of"", ""company""], [""Remmius Palaemon"", ""occupation"", ""position at Juventus FC in 1980""], [""Remmius Palaemon"", ""educated at"", ""Joe Remmius Palaemon Regensburg University of Applied Sciences""], [""Remmius Palaemon"", ""employer"", ""Juventus FC""]]"
Q10386815,"[[""Nina Schenk Gr\u00e4fin von Stauffenberg"", ""instance of"", ""human""], [""Frank Brettell"", ""instance of"", ""human""], [""FC 08 Homburg"", ""instance of"", ""sports team""], [""Nina Schenk Gr\u00e4fin von Stauffenberg"", ""member of sports team"", ""FC 08 Homburg""]]"
Q10388322,"[[""Joseph Vilsmaier"", ""instance of"", ""human""], [""Joseph Vilsmaier"", ""place of birth"", ""Deiniolen, Gwynedd""], [""Joseph Vilsmaier"", ""member of sports team"", ""Club Real Potos\\u00ed""], [""Club Real Potos\\u00ed"", ""instance of"", ""sports team""], [""Deiniolen, Gwynedd"", ""instance of"", ""geographic location""]]"
Q103884,"[[""Takeshi Shina"", ""instance of"", ""human""], [""PhD"", ""instance of"", ""academic degree""], [""Andrews University"", ""instance of"", ""educational institution""], [""1991"", ""instance of"", ""year""], [""David Card"", ""instance of"", ""human""], [""Takeshi Shina"", ""doctoral advisor"", ""David Card""], [""Takeshi Shina"", ""educated at"", ""Andrews University""], [""Takeshi Shina"", ""academic degree"", ""PhD""]]"
Q103894,"[[""Petra Rossner"", ""instance of"", ""human""], [""Academy Award for Best Picture"", ""instance of"", ""class of award""], [""Obi-Wan Kenobi"", ""instance of"", ""fictional character""], [""Star Wars"", ""instance of"", ""work""], [""Petra Rossner"", ""nominated for"", ""Academy Award for Best Picture""], [""Obi-Wan Kenobi"", ""occupation"", ""role in Star Wars""]]"
Q10391395,"[[""J\u00fcrgen Geschke"", ""instance of"", ""human""], [""J\u00fcrgen Geschke"", ""occupation"", ""forward""], [""J\u00fcrgen Geschke"", ""member of sports team"", ""Isthmian League club Wembley""], [""J\u00fcrgen Geschke"", ""member of sports team"", ""Club Real Potos\u00ed""], [""J\u00fcrgen Geschke"", ""member of sports team"", ""Lytham F.C.""], [""J\u00fcrgen Geschke"", ""member of sports team"", ""1. FC Bocholt""], [""J\u00fcrgen Geschke"", ""member of sports team"", ""Borussia Dortmund""], [""J\u00fcrgen Geschke"", ""position played on team / speciality"", ""forward""], [""Borussia Dortmund"", ""instance of"", ""sports team""], [""1. FC Bocholt"", ""instance of"", ""sports team""], [""Lytham F.C."", ""instance of"", ""sports team""], [""Club Real Potos\u00ed"", ""instance of"", ""sports team""], [""Isthmian League club Wembley"", ""instance of"", ""sports team""]]"
Q104013,"[[""Emperor Xuan of Han"", ""instance of"", ""human""], [""Institute for Transport and Economics at University of Southampton"", ""instance of"", ""educational institution""], [""Emperor Xuan of Han"", ""occupation"", ""professor""], [""Emperor Xuan of Han"", ""occupation"", ""director""], [""Emperor Xuan of Han"", ""employer"", ""Institute for Transport and Economics at University of Southampton""]]"
Q104027,"[[""Jan-Michael Gambill"", ""instance of"", ""human""], [""Champion (1949)"", ""instance of"", ""creative work""], [""Emperor Jingzong of Tang"", ""instance of"", ""human""], [""Academy Award for Best Picture"", ""instance of"", ""award""], [""Jan-Michael Gambill"", ""occupation"", ""boxing hero""], [""Jan-Michael Gambill"", ""field of work"", ""international star""], [""Jan-Michael Gambill"", ""nominated for"", ""Academy Award for Best Picture""], [""Jan-Michael Gambill"", ""spouse"", ""Emperor Jingzong of Tang""]]"
Q1040657,"[[""Gong Lijiao"", ""instance of"", ""human""], [""Johnny Damon"", ""instance of"", ""human""], [""Maybelle Carter"", ""instance of"", ""human""], [""The Carter Family"", ""instance of"", ""group of humans""], [""Gong Lijiao"", ""spouse"", ""Johnny Damon""], [""Johnny Damon"", ""spouse"", ""Gong Lijiao""], [""Gong Lijiao"", ""child"", ""Maybelle Carter""], [""Maybelle Carter"", ""child"", ""Gong Lijiao""]]"
Q104088,"[[""Liam Neeson"", ""instance of"", ""human""], [""1920s"", ""instance of"", ""time period""], [""1932"", ""instance of"", ""time period""], [""Liam Neeson"", ""occupation"", ""fashion worker""], [""Liam Neeson"", ""work location"", ""Tyre""], [""Liam Neeson"", ""date of birth"", ""1920s""], [""Liam Neeson"", ""date of death"", ""1932""]]"
Q1040943,"[[""Emperor Taizong of Jin"", ""instance of"", ""human""], [""National University of East Timor"", ""instance of"", ""educational institution""], [""Emperor Taizong of Jin"", ""educated at"", ""National University of East Timor""], [""Emperor Taizong of Jin"", ""occupation"", ""lawyer""]]"
Q104109,"[[""Rosa von Praunheim"", ""instance of"", ""human""], [""Beth Ditto"", ""instance of"", ""human""], [""Rosa von Praunheim"", ""spouse"", ""Beth Ditto""], [""Beth Ditto"", ""occupation"", ""silent film actor""], [""Beth Ditto"", ""country of citizenship"", ""Ireland""]]"
Q104146,"[[""George Biddell Airy"", ""instance of"", ""human""], [""Golden Globe Award for Academy Award for Best Picture \u201a\u00c4\u00ec Motion Picture Musical or Comedy"", ""instance of"", ""award""], [""The King and I"", ""instance of"", ""work""], [""Henrietta Award for World Film Favorite \u201a\u00c4\u00ec Female"", ""instance of"", ""award""], [""George Biddell Airy"", ""award received"", ""Golden Globe Award for Academy Award for Best Picture \u201a\u00c4\u00ec Motion Picture Musical or Comedy""], [""George Biddell Airy"", ""award received"", ""Henrietta Award for World Film Favorite \u201a\u00c4\u00ec Female""]]"
Q1042264,"[[""Georg Heinrich Weber"", ""instance of"", ""human""], [""Brittany"", ""instance of"", ""historical country""], [""Rome"", ""instance of"", ""city""], [""King of Brittany"", ""instance of"", ""title of authority""], [""Georg Heinrich Weber"", ""occupation"", ""King of Brittany""]]"
Q10423037,"[[""Bartholom\u00e4us Ringwaldt"", ""instance of"", ""human""], [""2 July 2007"", ""instance of"", ""date""], [""SSC Napoli F."", ""instance of"", ""sports team""], [""Bartholom\u00e4us Ringwaldt"", ""member of sports team"", ""SSC Napoli F.""]]"
Q1043454,"[[""A. J. Buckley"", ""instance of"", ""human""], [""Girona FC"", ""instance of"", ""sports team""], [""A. J. Buckley"", ""member of sports team"", ""Girona FC""], [""Dave Jones"", ""instance of"", ""human""], [""1. FC Bocholt"", ""instance of"", ""sports team""], [""A. J. Buckley"", ""member of sports team"", ""1. FC Bocholt""], [""T&TEC SC"", ""instance of"", ""sports team""], [""A. J. Buckley"", ""member of sports team"", ""T&TEC SC""]]"
Q1044521,"[[""John Carroll"", ""instance of"", ""human""], [""John Carroll"", ""occupation"", ""job activity""], [""John Carroll"", ""employer"", ""Ealing Studios""], [""Ealing Studios"", ""instance of"", ""company""]]"
Q1044639,"[[""Valdemar Koch"", ""instance of"", ""human""], [""Austrian Holocaust Memorial Award"", ""instance of"", ""award""], [""American Mathematical Society"", ""instance of"", ""organization""], [""Valdemar Koch"", ""award received"", ""Austrian Holocaust Memorial Award""]]"
Q104506,"[[""Serkan Y\u0131lmaz"", ""instance of"", ""human""], [""Mikhail Biryukov"", ""instance of"", ""human""], [""Serkan Y\u0131lmaz"", ""spouse"", ""Mikhail Biryukov""], [""Mikhail Biryukov"", ""spouse"", ""Serkan Y\u0131lmaz""], [""Tennis Pro"", ""instance of"", ""occupation""], [""Mikhail Biryukov"", ""occupation"", ""Tennis Pro""], [""Romania"", ""instance of"", ""sovereign state""], [""Mikhail Biryukov"", ""country of citizenship"", ""Romania""]]"
Q104575,"[[""Walter Dix"", ""instance of"", ""human""], [""Senderen"", ""instance of"", ""human""], [""Academy of Science"", ""instance of"", ""organization""], [""Stern\u2013Gerlach Medal"", ""instance of"", ""award""], [""Walter Dix"", ""award received"", ""Stern\u2013Gerlach Medal""], [""Senderen"", ""award received"", ""Stern\u2013Gerlach Medal""]]"
Q1046185,"[[""Jan Frodeno"", ""instance of"", ""human""], [""Darwin Cubill\u00f3n"", ""instance of"", ""human""], [""Esteban Loaiza"", ""instance of"", ""human""], [""Josh Lindblom"", ""instance of"", ""human""], [""Lisalverto Bonilla"", ""instance of"", ""human""], [""Abilene Eagles"", ""instance of"", ""sports team""], [""Chunichi Dragons"", ""instance of"", ""sports team""], [""Double-A"", ""instance of"", ""league""], [""Triple-A"", ""instance of"", ""league""], [""Jan Frodeno"", ""member of sports team"", ""Abilene Eagles""], [""Jan Frodeno"", ""member of sports team"", ""Chunichi Dragons""], [""Jan Frodeno"", ""league"", ""Double-A""], [""Jan Frodeno"", ""league"", ""Triple-A""]]"
Q1047186,"[[""Clement I"", ""instance of"", ""human""], [""Miles Franklin"", ""instance of"", ""human""], [""Palm Springs, California"", ""instance of"", ""geographic location""], [""Beach Volleyball"", ""instance of"", ""sport""], [""Olympic Team"", ""instance of"", ""sports team""], [""Clement I"", ""spouse"", ""Miles Franklin""], [""Miles Franklin"", ""spouse"", ""Clement I""], [""Miles Franklin"", ""occupation"", ""athlete""], [""Miles Franklin"", ""member of sports team"", ""Olympic Team""], [""Miles Franklin"", ""sport"", ""Beach Volleyball""], [""Clement I"", ""residence"", ""Palm Springs, California""], [""Miles Franklin"", ""residence"", ""Palm Springs, California""]]"
