subject,triples
Q111240,"[[""Jim Lovell"", ""instance of"", ""human""], [""Marilyn Lillie Gerlach"", ""instance of"", ""human""], [""Lillie (n\u221a\u00a9e Nordrum)"", ""instance of"", ""human""], [""Carl Gerlach"", ""instance of"", ""human""], [""Naval Academy"", ""instance of"", ""educational institution""], [""1952"", ""instance of"", ""year""], [""Jim Lovell"", ""educated at"", ""Naval Academy""], [""Jim Lovell"", ""spouse"", ""Marilyn Lillie Gerlach""], [""Marilyn Lillie Gerlach"", ""child"", ""Lillie (n\u221a\u00a9e Nordrum)""], [""Marilyn Lillie Gerlach"", ""child"", ""Carl Gerlach""]]"
Q1112554,"[[""Coleen Gray"", ""instance of"", ""human""], [""Rod Amateau"", ""instance of"", ""human""], [""Susan"", ""instance of"", ""human""], [""Coleen Gray"", ""spouse"", ""Rod Amateau""], [""Rod Amateau"", ""occupation"", ""screenwriter""], [""Coleen Gray"", ""occupation"", ""actress""]]"
Q1113332,"[[""Andrew Lih"", ""instance of"", ""human""], [""Andrew Lih"", ""employer"", ""American University""], [""American University"", ""instance of"", ""educational institution""], [""Associate Professor of Journalism"", ""instance of"", ""occupation""], [""Andrew Lih"", ""position held"", ""Associate Professor of Journalism""]]"
Q1113874,"[[""Olivier Renard"", ""instance of"", ""human""], [""Standard Liege"", ""instance of"", ""sports team""], [""Olivier Renard"", ""member of sports team"", ""Standard Liege""], [""January 2008"", ""instance of"", ""time point""]]"
Q11153,"[[""John Roberts"", ""instance of"", ""human""], [""Harvard University"", ""instance of"", ""educational institution""], [""John Roberts"", ""educated at"", ""Harvard University""]]"
Q111536,"[[""William Julius Wilson"", ""instance of"", ""human""], [""Washington State University"", ""instance of"", ""educational institution""], [""University of Massachusetts Amherst"", ""instance of"", ""educational institution""], [""University of Chicago"", ""instance of"", ""educational institution""], [""William Julius Wilson"", ""educated at"", ""Washington State University""], [""William Julius Wilson"", ""employer"", ""University of Massachusetts Amherst""], [""William Julius Wilson"", ""employer"", ""University of Chicago""]]"
Q11179906,"[[""Katepalli R. Sreenivasan"", ""instance of"", ""human""], [""University of Maryland, College Park"", ""instance of"", ""educational institution""], [""Yale University"", ""instance of"", ""educational institution""], [""Katepalli R. Sreenivasan"", ""educated at"", ""University of Maryland, College Park""], [""Katepalli R. Sreenivasan"", ""educated at"", ""Yale University""], [""Katepalli R. Sreenivasan"", ""occupation"", ""assistant professor""], [""Katepalli R. Sreenivasan"", ""occupation"", ""director""]]"
Q11181597,"[[""Jos\u00e9 Fernando Ferreira Mendes"", ""instance of"", ""human""], [""University of Aveiro"", ""instance of"", ""educational institution""], [""Jos\u00e9 Fernando Ferreira Mendes"", ""employer"", ""University of Aveiro""], [""Jos\u00e9 Fernando Ferreira Mendes"", ""occupation"", ""Q294414""], [""Jos\u00e9 Fernando Ferreira Mendes"", ""occupation"", ""Q121594""], [""Jos\u00e9 Fernando Ferreira Mendes"", ""educated at"", ""University of Aveiro""]]"
Q11190869,"[[""Ida Barney"", ""instance of"", ""human""], [""Smith College"", ""instance of"", ""educational institution""], [""Ida Barney"", ""educated at"", ""Smith College""]]"
Q11192,"[[""Kimi R\u00e4ikk\u00f6nen"", ""instance of"", ""human""], [""Kimi R\u00e4ikk\u00f6nen"", ""occupation"", ""racing driver""], [""Kimi R\u00e4ikk\u00f6nen"", ""number of matches played/races/starts"", 23], [""Kimi R\u00e4ikk\u00f6nen"", ""member of sports team"", ""Sauber-Petronas""], [""Kimi R\u00e4ikk\u00f6nen"", ""member of sports team"", ""ICE 1 Racing""], [""Formula One"", ""instance of"", ""sports league""], [""Sauber-Petronas"", ""instance of"", ""sports team""], [""ICE 1 Racing"", ""instance of"", ""sports team""]]"
Q1119554,"[[""Salvatore Boniello"", ""instance of"", ""human""], [""Guardia Lombardi"", ""instance of"", ""geographic location""], [""Campania"", ""instance of"", ""geographic location""], [""Italy"", ""instance of"", ""country""], [""Salvatore Boniello"", ""date of birth"", ""1928-02-18""], [""Salvatore Boniello"", ""place of birth"", ""Guardia Lombardi""], [""Salvatore Boniello"", ""place of birth"", ""Campania""], [""Salvatore Boniello"", ""country of citizenship"", ""Italy""]]"
Q111996,"[[""Otto E. Neugebauer"", ""instance of"", ""human""], [""Henry Norris Russell Lectureship"", ""instance of"", ""award""], [""American Astronomical Society"", ""instance of"", ""group of humans""], [""Otto E. Neugebauer"", ""award received"", ""Henry Norris Russell Lectureship""]]"
Q11208171,"[[""Morris Sugden"", ""instance of"", ""human""], [""CBE"", ""instance of"", ""Order of chivalry""], [""Knighthood"", ""instance of"", ""title of honor""], [""Morris Sugden"", ""award received"", ""CBE""], [""Morris Sugden"", ""award received"", ""Knighthood""]]"
Q112307,"[[""Lena Horne"", ""instance of"", ""human""], [""Special Tony Award"", ""instance of"", ""award""], [""1981"", ""instance of"", ""time period""], [""Adelphi Theatre in London"", ""instance of"", ""architectural structure""], [""1984"", ""instance of"", ""time period""], [""Lena Horne"", ""award received"", ""Special Tony Award""]]"
Q11236268,"[[""Ranko Zidari\\\\u0192\\\\u00e1"", ""instance of"", ""human""], [""Sa\\\\u2248\\\\u00b0a Broz"", ""instance of"", ""human""], [""Josip Broz Tito"", ""instance of"", ""human""], [""Yugoslavia"", ""instance of"", ""sovereign state""], [""Ranko Zidari\\\\u0192\\\\u00e1"", ""spouse"", ""Sa\\\\u2248\\\\u00b0a Broz""], [""Sa\\\\u2248\\\\u00b0a Broz"", ""spouse"", ""Ranko Zidari\\\\u0192\\\\u00e1""], [""Josip Broz Tito"", ""country of citizenship"", ""Yugoslavia""]]"
Q11248132,"[[""Megumu Sagisawa"", ""instance of"", ""human""], [""Kakeru sh\u2248\u00e7nen"", ""instance of"", ""novel""], [""1992 Izumi Ky\u2248\u00e7ka Prize for Literature"", ""instance of"", ""literary award""], [""Megumu Sagisawa"", ""award received"", ""1992 Izumi Ky\u2248\u00e7ka Prize for Literature""]]"
Q11281593,"[[""Megumi Igarashi"", ""instance of"", ""human""], [""Mike Scott"", ""instance of"", ""human""], [""Mike Scott"", ""spouse"", ""Megumi Igarashi""], [""Megumi Igarashi"", ""spouse"", ""Mike Scott""]]"
Q113081,"[[""Walter Munk"", ""instance of"", ""human""], [""1986 Bakerian Lecture"", ""instance of"", ""recurring event""], [""the Royal Society"", ""instance of"", ""educational institution""], [""Ships from Space (paper)"", ""instance of"", ""scholarly work""], [""Acoustic monitoring of ocean gyres (lecture)"", ""instance of"", ""lecture""], [""Walter Munk"", ""field of work"", ""Acoustic monitoring of ocean gyres (lecture)""], [""Walter Munk"", ""field of work"", ""Ships from Space (paper)""], [""Walter Munk"", ""educated at"", ""the Royal Society""]]"
Q113206,"[[""Clark Gregg"", ""instance of"", ""human""], [""Jennifer Grey"", ""instance of"", ""human""], [""Road to Christmas"", ""instance of"", ""film""], [""Clark Gregg"", ""spouse"", ""Jennifer Grey""], [""Jennifer Grey"", ""spouse"", ""Clark Gregg""]]"
Q11326841,"[[""Harry Smith"", ""instance of"", ""human""], [""November 30, 1987"", ""instance of"", ""date""], [""June 14, 1996"", ""instance of"", ""date""], [""CBS This Morning"", ""instance of"", ""television program""], [""Harry Smith"", ""occupation"", ""co-anchor""], [""Harry Smith"", ""employer"", ""CBS This Morning""], [""Harry Smith"", ""work period (start)"", ""November 30, 1987""], [""Harry Smith"", ""work period (end)"", ""June 14, 1996""]]"
Q1133060,"[[""Cormac Breslin"", ""instance of"", ""human""], [""Fianna F\u00e1il"", ""instance of"", ""political party""], [""Cormac Breslin"", ""member of political party"", ""Fianna F\u00e1il""], [""TD"", ""instance of"", ""position""], [""Cormac Breslin"", ""occupation"", ""TD""], [""Donegal West"", ""instance of"", ""constituency""], [""1937 general election"", ""instance of"", ""general election""], [""Cormac Breslin"", ""position held"", ""TD for the Donegal West at the 1937 general election""]]"
Q113433,"[[""Franzobel"", ""instance of"", ""human""], [""Nicolas Born Prize"", ""instance of"", ""literary award""], [""German Book Prize"", ""instance of"", ""literary award""], [""Franzobel"", ""award received"", ""Nicolas Born Prize""], [""Franzobel"", ""award received"", ""German Book Prize""], [""Franzobel"", ""notable work"", ""Das Flo\u221a\u00fc der Medusa""]]"
Q1135783,"[[""Cory Gibbs"", ""instance of"", ""human""], [""English Premier League"", ""instance of"", ""sports organization""], [""Charlton Athletic"", ""instance of"", ""sports team""], [""Alan Curbishley"", ""instance of"", ""human""], [""Cory Gibbs"", ""member of sports team"", ""Charlton Athletic""]]"
Q1136788,"[[""Fabrizio Di Mauro"", ""instance of"", ""human""], [""Italian squad"", ""instance of"", ""sports team""], [""1994 FIFA World Cup"", ""instance of"", ""sport competition""], [""Lazio"", ""instance of"", ""sports team""], [""Fabrizio Di Mauro"", ""member of sports team"", ""Italian squad""], [""Fabrizio Di Mauro"", ""member of sports team"", ""Lazio""]]"
Q1136815,"[[""Adriano Bonaiuti"", ""instance of"", ""human""], [""Udinese"", ""instance of"", ""sports team""], [""Adriano Bonaiuti"", ""occupation"", ""player""], [""Adriano Bonaiuti"", ""occupation"", ""goalkeeping coach""], [""Adriano Bonaiuti"", ""member of sports team"", ""Udinese""], [""Adriano Bonaiuti"", ""member of sports team"", ""Roma""], [""Luciano Spalletti"", ""instance of"", ""human""], [""Luciano Spalletti"", ""occupation"", ""head coach""]]"
Q1137458,"[[""22 December 2018"", ""instance of"", ""time period""], [""Yang Mi"", ""instance of"", ""human""], [""Hawick Lau"", ""instance of"", ""human""], [""Jiaxing Media"", ""instance of"", ""organization""], [""divorce"", ""instance of"", ""ritual""], [""Yang Mi"", ""spouse"", ""Hawick Lau""], [""Hawick Lau"", ""spouse"", ""Yang Mi""], [""divorce"", ""time period"", ""22 December 2018""]]"
Q11384157,"[[""Sh\\\\u2248\\\\u00e7go Sat\\\\u2248\\\\u00e7"", ""instance of"", ""human""], [""157th Naoki Prize"", ""instance of"", ""literary award""], [""Tsuki no Michi Kake"", ""instance of"", ""work of literature""], [""Sh\\\\u2248\\\\u00e7go Sat\\\\u2248\\\\u00e7"", ""award received"", ""157th Naoki Prize""]]"
Q1138416,"[[""Hamdan Al-Kamali"", ""instance of"", ""human""], [""Jean-Michel Aulas"", ""instance of"", ""human""], [""Lyon"", ""instance of"", ""sports team""], [""Hamdan Al-Kamali"", ""member of sports team"", ""Lyon""]]"
Q1138637,"[[""Craig Reedie"", ""instance of"", ""human""], [""Craig Reedie"", ""position held"", ""Knight Grand Cross of the Order of the British Empire""], [""Knight Grand Cross of the Order of the British Empire"", ""instance of"", ""noble title""], [""Craig Reedie"", ""award received"", ""Order of the British Empire""], [""Order of the British Empire"", ""instance of"", ""order of chivalry""], [""Craig Reedie"", ""occupation"", ""services to sport""], [""services to sport"", ""instance of"", ""occupation""]]"
Q1140141,"[[""Cris Carter"", ""instance of"", ""human""], [""Ohio State University Buckeyes"", ""instance of"", ""sports team""], [""the Eagles"", ""instance of"", ""sports team""], [""Cris Carter"", ""member of sports team"", ""Ohio State University Buckeyes""], [""Cris Carter"", ""member of sports team"", ""the Eagles""]]"
Q1141456,"[[""Gustavo Bartelt"", ""instance of"", ""human""], [""Roma"", ""instance of"", ""sports team""], [""Gustavo Bartelt"", ""member of sports team"", ""Roma""]]"
Q1142098,"[[""Mari Yaguchi"", ""instance of"", ""human""], [""Masaya Nakamura"", ""instance of"", ""human""], [""Mari Yaguchi"", ""spouse"", ""Masaya Nakamura""]]"
Q11433,"[[""Francine Berman"", ""instance of"", ""human""], [""Francine Berman"", ""occupation"", ""vice president for research""], [""Francine Berman"", ""employer"", ""Rensselaer Polytechnic Institute""], [""Rensselaer Polytechnic Institute"", ""instance of"", ""educational institution""]]"
Q114509,"[[""Scott O'Dell"", ""instance of"", ""human""], [""Hans Christian Andersen Award"", ""instance of"", ""award""], [""The University of Southern Mississippi Medallion"", ""instance of"", ""award""], [""Catholic Libraries Association Regina Medal"", ""instance of"", ""award""], [""Scott O'Dell"", ""award received"", ""Hans Christian Andersen Award""], [""Scott O'Dell"", ""award received"", ""The University of Southern Mississippi Medallion""], [""Scott O'Dell"", ""award received"", ""Catholic Libraries Association Regina Medal""]]"
Q1145124,"[[""Mark Feeney"", ""instance of"", ""human""], [""Harvard University"", ""instance of"", ""educational institution""], [""Mark Feeney"", ""educated at"", ""Harvard University""], [""Researcher"", ""instance of"", ""occupation""], [""Mark Feeney"", ""occupation"", ""Researcher""], [""Reporter"", ""instance of"", ""occupation""], [""Mark Feeney"", ""occupation"", ""Reporter""], [""Reviewer"", ""instance of"", ""occupation""], [""Mark Feeney"", ""occupation"", ""Reviewer""], [""Editor"", ""instance of"", ""occupation""], [""Mark Feeney"", ""occupation"", ""Editor""]]"
Q1146031,"[[""Steve White"", ""instance of"", ""human""], [""Sally Lindsay"", ""instance of"", ""human""], [""Sally Lindsay"", ""spouse"", ""Steve White""], [""Steve White"", ""spouse"", ""Sally Lindsay""], [""Coronation Street"", ""instance of"", ""television program""]]"
Q1146242,"[[""Norbert Niemann"", ""instance of"", ""human""], [""Ingeborg Bachmann Prize"", ""instance of"", ""literary award""], [""Bavarian State Prize for Literature"", ""instance of"", ""literary award""], [""Clemens Brentano Prize of the City of Heidelberg"", ""instance of"", ""literary award""], [""Klagenfurt"", ""instance of"", ""geographic location""], [""Heidelberg"", ""instance of"", ""geographic location""], [""Norbert Niemann"", ""award received"", ""Ingeborg Bachmann Prize""], [""Norbert Niemann"", ""award received"", ""Bavarian State Prize for Literature""], [""Norbert Niemann"", ""award received"", ""Clemens Brentano Prize of the City of Heidelberg""]]"
Q11478025,"[[""Hiroshi Kawaguchi"", ""instance of"", ""human""], [""Hitomi Nozoe"", ""instance of"", ""human""], [""Hiroshi Kawaguchi"", ""spouse"", ""Hitomi Nozoe""]]"
Q11483,"[[""Anita Borg"", ""instance of"", ""human""], [""Digital Equipment Corporation"", ""instance of"", ""company""], [""Xerox PARC"", ""instance of"", ""company""], [""New York University"", ""instance of"", ""educational institution""], [""Computer Science"", ""instance of"", ""academic discipline""], [""Anita Borg"", ""employer"", ""Digital Equipment Corporation""], [""Anita Borg"", ""employer"", ""Xerox PARC""], [""Anita Borg"", ""field of work"", ""Computer Science""], [""Anita Borg"", ""educated at"", ""New York University""]]"
Q1148472,"[[""Yashpal"", ""instance of"", ""human""], [""Meri Teri Uski Baat"", ""instance of"", ""novel""], [""Hindi-language Sahitya Akademi Award"", ""instance of"", ""literary award""], [""Padma Bhushan"", ""instance of"", ""award""], [""Yashpal"", ""award received"", ""Hindi-language Sahitya Akademi Award""], [""Yashpal"", ""award received"", ""Padma Bhushan""], [""Yashpal"", ""notable work"", ""Meri Teri Uski Baat""], [""Hindi"", ""instance of"", ""languoid""], [""Yashpal"", ""writing language"", ""Hindi""]]"
Q1148805,"[[""Peter G\u00e4rdenfors"", ""instance of"", ""human""], [""Lund University"", ""instance of"", ""educational institution""], [""Peter G\u00e4rdenfors"", ""educated at"", ""Lund University""]]"
Q1149201,"[[""John Bawab Safrawy"", ""instance of"", ""human""], [""John Bawab Safrawy"", ""position held"", ""Patriarch""], [""auxiliary bishop"", ""instance of"", ""episcopal title""], [""Patriarch"", ""instance of"", ""title of authority""]]"
Q1150479,"[[""Driss Benhima"", ""instance of"", ""human""], [""Lyc\u00e9e Descartes"", ""instance of"", ""educational institution""], [""Scientific baccalaureat"", ""instance of"", ""education program""], [""Rabat"", ""instance of"", ""city""], [""Driss Benhima"", ""educated at"", ""Lyc\u00e9e Descartes""], [""Driss Benhima"", ""educated at"", ""Scientific baccalaureat""]]"
Q1151341,"[[""Vilhelm Dybwad"", ""instance of"", ""human""], [""Bokken Lasson"", ""instance of"", ""human""], [""Chat Noir"", ""instance of"", ""cabaret""], [""67 Viser fra det gamle Chat Noir"", ""instance of"", ""book""], [""Vilhelm Dybwad"", ""spouse"", ""Bokken Lasson""]]"
Q1151872,"[[""Adri\u00e1n Gonz\u00e1lez"", ""instance of"", ""human""], [""Edgar Gonzalez"", ""instance of"", ""human""], [""Red Sox"", ""instance of"", ""sports team""], [""Dodgers"", ""instance of"", ""sports team""], [""Atlanta Braves"", ""instance of"", ""sports team""], [""Florida Marlins"", ""instance of"", ""sports team""], [""San Diego State University"", ""instance of"", ""educational institution""], [""Tampa Bay Rays"", ""instance of"", ""sports team""], [""Padres"", ""instance of"", ""sports team""], [""Adri\u00e1n Gonz\u00e1lez"", ""member of sports team"", ""Red Sox""], [""Adri\u00e1n Gonz\u00e1lez"", ""member of sports team"", ""Dodgers""], [""Adri\u00e1n Gonz\u00e1lez"", ""member of sports team"", ""Atlanta Braves""], [""Edgar Gonzalez"", ""educated at"", ""San Diego State University""], [""Edgar Gonzalez"", ""member of sports team"", ""Padres""]]"
Q115228,"[[""Dietlinde Turban"", ""instance of"", ""human""], [""Lorin Maazel"", ""instance of"", ""human""], [""Dietlinde Turban"", ""spouse"", ""Lorin Maazel""], [""Lorin Maazel"", ""spouse"", ""Dietlinde Turban""], [""Lorin Maazel"", ""occupation"", ""conductor""]]"
Q1153447,"[[""Dave Hockaday"", ""instance of"", ""human""], [""Dave Hockaday"", ""occupation"", ""manager""], [""Dave Hockaday"", ""member of sports team"", ""Forest Green Rovers""], [""Dave Hockaday"", ""participant in"", ""appointment""], [""Coventry City"", ""instance of"", ""sports team""], [""Al Bangura"", ""instance of"", ""human""], [""Al Bangura"", ""member of sports team"", ""Coventry City""], [""Al Bangura"", ""member of sports team"", ""Watford""], [""Watford"", ""instance of"", ""sports team""], [""Fylde Coast"", ""instance of"", ""geographic location""]]"
Q1153459,"[[""Amy Finkelstein"", ""instance of"", ""human""], [""John Bates Clark Medal"", ""instance of"", ""award""], [""Amy Finkelstein"", ""award received"", ""John Bates Clark Medal""], [""Economics"", ""instance of"", ""occupation""], [""Amy Finkelstein"", ""occupation"", ""Economics""]]"
Q1153513,"[[""David Walton"", ""instance of"", ""human""], [""Majandra Delfino"", ""instance of"", ""human""], [""Miami, Florida"", ""instance of"", ""location""], [""David Walton"", ""spouse"", ""Majandra Delfino""]]"
Q11539195,"[[""Aiko Morishita"", ""instance of"", ""human""], [""Takuro Yoshida"", ""instance of"", ""human""], [""December 1986"", ""instance of"", ""date""], [""Aiko Morishita"", ""spouse"", ""Takuro Yoshida""]]"
Q1154008,"[[""Giovanni Marchese"", ""instance of"", ""human""], [""Giovanni Marchese"", ""given name"", ""Giovanni""], [""Giovanni Marchese"", ""family name"", ""Marchese""], [""Genoa"", ""instance of"", ""city-state""], [""Catania"", ""instance of"", ""city-state""], [""Giovanni Marchese"", ""work period (start)"", ""summer of 2013""], [""Giovanni Marchese"", ""work period (start)"", ""January 2017""]]"
Q1154232,"[[""Atsuko Maeda"", ""instance of"", ""human""], [""Atsuko Maeda"", ""occupation"", ""member of Team A""], [""Team A"", ""instance of"", ""group of humans""], [""AKB48"", ""instance of"", ""musical group""], [""Team A"", ""member of"", ""AKB48""]]"
Q115475,"[[""Paul Hermann M\u221a\u00baller"", ""instance of"", ""human""], [""1918"", ""instance of"", ""year""], [""1919"", ""instance of"", ""year""], [""Basel University"", ""instance of"", ""academic institution""], [""Paul Hermann M\u221a\u00baller"", ""educated at"", ""Basel University""]]"
Q1155636,"[[""In 1997"", ""instance of"", ""year""], [""Thief"", ""instance of"", ""work""], [""Ken Levine"", ""instance of"", ""human""], [""Looking Glass"", ""instance of"", ""company""], [""Jonathan Chey"", ""instance of"", ""human""], [""Robert Fermier"", ""instance of"", ""human""], [""Irrational Games"", ""instance of"", ""company""], [""In 1995"", ""instance of"", ""year""], [""game designer"", ""instance of"", ""occupation""], [""Cambridge, Massachusetts-based Looking Glass Studios"", ""instance of"", ""company""], [""Next Generation magazine"", ""instance of"", ""periodical""], [""Ken Levine"", ""occupation"", ""game designer""], [""Ken Levine"", ""employer"", ""Looking Glass""], [""Ken Levine"", ""employer"", ""Cambridge, Massachusetts-based Looking Glass Studios""], [""Ken Levine"", ""employer"", ""Irrational Games""], [""Jonathan Chey"", ""employer"", ""Looking Glass""], [""Jonathan Chey"", ""employer"", ""Irrational Games""], [""Robert Fermier"", ""employer"", ""Looking Glass""], [""Robert Fermier"", ""employer"", ""Irrational Games""]]"
Q1157089,"[[""Gianluca Festa"", ""instance of"", ""human""], [""Cagliari"", ""instance of"", ""sports team""], [""Middlesbrough"", ""instance of"", ""sports team""], [""Nuorese"", ""instance of"", ""sports team""], [""Premier League"", ""instance of"", ""sports league""], [""Serie A"", ""instance of"", ""sports league""], [""Gianluca Festa"", ""member of sports team"", ""Cagliari""], [""Gianluca Festa"", ""member of sports team"", ""Middlesbrough""], [""Gianluca Festa"", ""member of sports team"", ""Nuorese""]]"
Q11571,"[[""Cristiano Ronaldo"", ""instance of"", ""human""], [""Irina Shayk"", ""instance of"", ""human""], [""Juventus"", ""instance of"", ""sports team""], [""Cristiano Ronaldo"", ""member of sports team"", ""Juventus""]]"
Q1157512,"[[""Dai Ailian"", ""instance of"", ""human""], [""Ye Qianyu"", ""instance of"", ""human""], [""Dai Ailian"", ""spouse"", ""Ye Qianyu""], [""Ye Qianyu"", ""occupation"", ""painter""]]"
Q11576,"[[""Ra\u00fal Gonz\u00e1lez"", ""instance of"", ""human""], [""2001 FIFA World Player of the Year"", ""instance of"", ""award""], [""Real Madrid C"", ""instance of"", ""sports team""], [""Schalke 04"", ""instance of"", ""sports team""], [""Spain"", ""instance of"", ""country""], [""Hierro"", ""instance of"", ""human""], [""Ra\u00fal Gonz\u00e1lez"", ""award received"", ""2001 FIFA World Player of the Year""], [""Ra\u00fal Gonz\u00e1lez"", ""member of sports team"", ""Real Madrid C""], [""Ra\u00fal Gonz\u00e1lez"", ""member of sports team"", ""Schalke 04""], [""Ra\u00fal Gonz\u00e1lez"", ""country of citizenship"", ""Spain""], [""Hierro"", ""country of citizenship"", ""Spain""]]"
Q1157843,"[[""Dale Hawerchuk"", ""instance of"", ""human""], [""NHL"", ""instance of"", ""league""], [""Calder Memorial Trophy"", ""instance of"", ""award""], [""Hockey Hall of Fame"", ""instance of"", ""hall of fame""], [""Dale Hawerchuk"", ""award received"", ""Calder Memorial Trophy""], [""Dale Hawerchuk"", ""award received"", ""Hockey Hall of Fame""], [""Dale Hawerchuk"", ""league"", ""NHL""]]"
Q1158442,"[[""Damian Harris"", ""instance of"", ""human""], [""Annabel Brooks"", ""instance of"", ""human""], [""1981"", ""instance of"", ""year""], [""Damian Harris"", ""spouse"", ""Annabel Brooks""], [""Annabel Brooks"", ""spouse"", ""Damian Harris""]]"
Q1159065,"[[""Dan Fouts"", ""instance of"", ""human""], [""1973 NFL Draft"", ""instance of"", ""event""], [""Dan Fouts"", ""member of sports team"", ""Chargers""], [""Chargers"", ""instance of"", ""sports team""], [""1980 AFC title game"", ""instance of"", ""event""], [""1981 AFC title game"", ""instance of"", ""event""], [""Dan Fouts"", ""participant in"", ""1980 AFC title game""], [""Dan Fouts"", ""participant in"", ""1981 AFC title game""], [""Dan Fouts"", ""sport"", ""American Football""], [""American Football"", ""instance of"", ""sport""], [""64th overall pick of the 1973 NFL Draft"", ""instance of"", ""event""], [""Dan Fouts"", ""participant in"", ""64th overall pick of the 1973 NFL Draft""]]"
Q1159125,"[[""Dan Miller"", ""instance of"", ""human""], [""Highland Park"", ""instance of"", ""geographic location""], [""Michigan"", ""instance of"", ""sovereign state""], [""Florida"", ""instance of"", ""sovereign state""], [""Manatee High School"", ""instance of"", ""educational institution""], [""Bradenton"", ""instance of"", ""geographic location""], [""Dan Miller"", ""place of birth"", ""Highland Park""], [""Dan Miller"", ""educated at"", ""Manatee High School""]]"
Q1159141,"[[""Dan Petrescu"", ""instance of"", ""human""], [""1993"", ""instance of"", ""time period""], [""Genoa"", ""instance of"", ""geographic location""], [""Dan Petrescu"", ""participant in"", ""1993 move to Genoa""], [""1993 move to Genoa"", ""instance of"", ""event""]]"
